ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
343,Metropolitana,Las Condes,Oficina,337888525,67,41,6,1,Sí,Sí,1955
344,Metropolitana,Las Condes,Departamento,257597238,267,249,3,3,No,No,1991
345,Metropolitana,Providencia,Oficina,325942632,217,205,3,3,Sí,Sí,1972
346,Metropolitana,Providencia,Terreno,197147325,38,21,6,3,No,Sí,1998
347,Coquimbo,La Serena,Terreno,341057474,79,66,4,4,No,Sí,1975
348,Araucanía,Temuco,Departamento,261902752,35,20,2,1,Sí,No,1961
349,Biobío,Concepción,Casa,208348711,30,20,4,4,Sí,Sí,1982
350,Coquimbo,La Serena,Terreno,435213329,231,225,1,4,Sí,No,2017
351,Metropolitana,Santiago,Casa,372917566,102,91,1,4,Sí,No,2009
352,Valparaíso,Valparaíso,Departamento,383863531,165,159,4,3,No,Sí,2016
353,Metropolitana,Providencia,Casa,247772148,216,205,2,4,No,No,1953
354,Araucanía,Temuco,Oficina,446791852,263,247,2,2,No,No,1990
355,Araucanía,Temuco,Terreno,498290822,62,52,5,1,Sí,Sí,2016
356,Metropolitana,Santiago,Departamento,412776124,95,65,2,2,No,No,1986
357,Biobío,Concepción,Terreno,147587845,277,259,3,1,Sí,Sí,1998
358,Biobío,Concepción,Terreno,345112791,283,263,6,4,No,Sí,2008
359,Valparaíso,Viña del Mar,Oficina,58383181,171,163,1,2,No,No,1951
360,Valparaíso,Viña del Mar,Oficina,271874708,294,267,1,2,Sí,Sí,1982
361,Metropolitana,Santiago,Departamento,294799564,223,209,3,1,No,No,1976
362,Biobío,Concepción,Oficina,286228499,163,143,4,2,Sí,No,2003
363,Metropolitana,Santiago,Departamento,276957679,188,181,2,1,No,No,2017
364,Biobío,Concepción,Casa,304404213,82,53,4,1,Sí,No,1995
365,Araucanía,Temuco,Terreno,415448271,99,72,1,4,Sí,No,2009
366,Metropolitana,Providencia,Casa,157150110,212,184,2,1,No,No,2011
367,Araucanía,Temuco,Oficina,340201750,255,236,4,3,Sí,No,2009
368,Araucanía,Temuco,Casa,131529220,238,227,1,4,No,Sí,1991
369,Araucanía,Temuco,Oficina,348045100,161,152,6,3,No,Sí,2014
370,Biobío,Los Ángeles,Casa,312104734,94,77,3,4,No,No,2001
371,Valparaíso,Valparaíso,Departamento,332636650,268,239,3,3,Sí,Sí,1958
372,Metropolitana,Santiago,Terreno,348887869,254,231,3,3,No,Sí,1952
373,Araucanía,Temuco,Oficina,191719556,160,151,2,2,No,No,1967
374,Los Lagos,Puerto Montt,Terreno,474603095,238,210,5,2,Sí,No,2006
375,Biobío,Concepción,Departamento,425774504,144,119,5,4,No,No,1976
376,Araucanía,Temuco,Casa,377399320,109,88,3,2,Sí,No,1990
377,Los Lagos,Puerto Montt,Casa,352984490,204,199,1,3,No,No,1996
378,Valparaíso,Viña del Mar,Oficina,420300177,186,161,6,4,No,No,2011
379,Metropolitana,Providencia,Casa,285787742,75,54,2,1,Sí,No,1986
380,Coquimbo,La Serena,Terreno,98896854,121,93,2,3,Sí,Sí,1987
381,Biobío,Los Ángeles,Oficina,372558877,79,66,6,4,No,Sí,1969
382,Metropolitana,Las Condes,Terreno,91029798,38,20,4,2,Sí,Sí,1997
383,Valparaíso,Viña del Mar,Terreno,432075380,61,42,3,1,Sí,Sí,2007
384,Metropolitana,Santiago,Casa,379507444,54,24,2,3,No,Sí,1997
385,Valparaíso,Valparaíso,Oficina,220747465,58,52,1,4,No,No,1958
386,Los Lagos,Puerto Montt,Casa,268534777,252,239,1,2,No,Sí,1975
387,Valparaíso,Valparaíso,Departamento,280928973,240,222,6,2,Sí,No,1988
388,Coquimbo,La Serena,Oficina,134832591,294,287,2,2,No,Sí,2004
389,Metropolitana,Santiago,Oficina,481029455,131,120,6,3,No,Sí,2003
390,Valparaíso,Viña del Mar,Terreno,242201979,252,241,3,1,No,No,1962
391,Metropolitana,Providencia,Oficina,408954003,79,61,4,4,Sí,Sí,1978
392,Coquimbo,La Serena,Terreno,434868645,209,200,1,3,Sí,Sí,1992
393,Coquimbo,La Serena,Oficina,422170093,62,50,3,1,Sí,Sí,2021
394,Metropolitana,Las Condes,Oficina,32945249,260,249,6,3,Sí,No,2015
395,Coquimbo,La Serena,Terreno,186140896,120,93,5,3,Sí,Sí,2021
396,Biobío,Los Ángeles,Terreno,68366016,235,215,4,2,No,No,1979
397,Metropolitana,Santiago,Casa,331801665,125,102,3,1,No,No,1973
398,Coquimbo,La Serena,Terreno,116821160,86,77,6,4,No,No,2023
399,Valparaíso,Valparaíso,Oficina,385162879,234,207,1,4,No,No,1958
400,Araucanía,Temuco,Casa,332080695,39,31,1,4,Sí,No,1980
401,Los Lagos,Puerto Montt,Oficina,144693364,115,109,1,2,No,Sí,1998
402,Biobío,Concepción,Departamento,326016808,239,228,2,3,No,Sí,1966
403,Valparaíso,Viña del Mar,Oficina,146912743,162,137,3,2,Sí,Sí,1981
404,Biobío,Los Ángeles,Departamento,491328575,36,23,4,3,No,Sí,1976
405,Valparaíso,Valparaíso,Oficina,471774527,105,77,4,3,No,No,2004
406,Valparaíso,Viña del Mar,Casa,152295616,221,202,4,2,Sí,No,1963
407,Valparaíso,Valparaíso,Casa,132631655,172,143,2,2,Sí,No,2005
408,Coquimbo,La Serena,Terreno,174766361,70,54,5,4,No,No,1990
409,Metropolitana,Providencia,Casa,236583873,246,240,1,4,Sí,No,1968
410,Los Lagos,Puerto Montt,Departamento,384323865,235,222,3,3,No,No,2015
411,Los Lagos,Puerto Montt,Casa,377635586,225,208,5,4,Sí,Sí,2021
412,Coquimbo,La Serena,Oficina,77364714,210,181,1,3,Sí,Sí,1999
413,Metropolitana,Las Condes,Departamento,126762818,115,106,5,4,Sí,Sí,1983
414,Biobío,Los Ángeles,Terreno,391821951,183,175,1,1,Sí,No,2009
415,Valparaíso,Valparaíso,Casa,238209183,180,170,2,3,Sí,Sí,1975
416,Valparaíso,Viña del Mar,Casa,191360096,64,42,2,4,Sí,No,1978
417,Coquimbo,La Serena,Oficina,311701779,189,162,3,4,No,Sí,2001
418,Los Lagos,Puerto Montt,Oficina,323563517,294,276,3,1,No,No,1977
419,Metropolitana,Providencia,Terreno,359300225,170,163,1,1,No,No,1969
420,Metropolitana,Las Condes,Departamento,421986769,63,55,2,4,No,No,1983
421,Valparaíso,Valparaíso,Oficina,315864080,207,184,3,3,No,Sí,2018
422,Coquimbo,La Serena,Oficina,470134770,171,144,4,4,No,No,2007
423,Valparaíso,Viña del Mar,Oficina,331875110,63,53,3,3,No,No,2018
424,Biobío,Concepción,Oficina,388481348,64,46,5,4,No,Sí,1993
425,Valparaíso,Valparaíso,Oficina,368544174,205,178,5,2,Sí,Sí,1952
426,Coquimbo,La Serena,Departamento,148306692,175,169,5,4,Sí,Sí,2002
427,Valparaíso,Viña del Mar,Oficina,335490248,158,133,4,4,No,Sí,1955
428,Biobío,Concepción,Terreno,454181806,68,47,2,1,Sí,No,1981
429,Metropolitana,Las Condes,Casa,296732833,126,102,5,3,Sí,No,1980
430,Araucanía,Temuco,Terreno,123767010,75,51,6,1,Sí,Sí,1954
431,Los Lagos,Puerto Montt,Departamento,62761958,120,102,3,3,No,No,2000
432,Coquimbo,La Serena,Oficina,160750629,182,164,1,3,Sí,No,2008
433,Biobío,Concepción,Casa,361043850,269,245,1,1,Sí,Sí,2008
434,Metropolitana,Las Condes,Casa,104049834,150,131,2,2,Sí,Sí,1965
435,Biobío,Los Ángeles,Casa,447474529,168,141,2,1,No,No,2005
436,Araucanía,Temuco,Terreno,47783829,147,140,3,1,No,Sí,1998
437,Biobío,Concepción,Departamento,111898990,224,213,4,2,No,Sí,1981
438,Biobío,Concepción,Oficina,176851726,105,90,5,4,No,Sí,1998
439,Metropolitana,Providencia,Oficina,335196663,87,58,3,3,Sí,No,1950
440,Coquimbo,La Serena,Casa,337018082,80,60,4,3,Sí,No,2005
441,Valparaíso,Valparaíso,Casa,218669401,79,61,5,1,Sí,No,1966
442,Coquimbo,La Serena,Oficina,458637583,133,112,6,4,No,No,2007
443,Araucanía,Temuco,Oficina,473818023,224,196,6,3,No,Sí,1952
444,Araucanía,Temuco,Departamento,329384409,83,78,5,4,Sí,No,2011
445,Valparaíso,Valparaíso,Terreno,450013678,297,275,6,3,No,No,2000
446,Valparaíso,Valparaíso,Departamento,378201130,182,164,4,1,Sí,No,1951
447,Metropolitana,Las Condes,Terreno,273798899,50,25,6,1,No,Sí,1959
448,Los Lagos,Puerto Montt,Departamento,451573859,147,141,3,2,Sí,No,1980
449,Metropolitana,Providencia,Oficina,350838985,148,141,4,4,No,Sí,1958
450,Biobío,Los Ángeles,Terreno,244449419,176,171,3,4,Sí,No,1993
451,Metropolitana,Providencia,Casa,327082120,136,117,1,2,Sí,Sí,1970
452,Metropolitana,Providencia,Departamento,95893845,216,199,1,4,No,Sí,1967
453,Valparaíso,Viña del Mar,Terreno,89533563,57,40,1,4,No,No,1964
454,Metropolitana,Providencia,Departamento,184771849,155,134,3,4,No,Sí,1972
455,Coquimbo,La Serena,Oficina,359046011,150,127,2,2,Sí,Sí,1960
456,Biobío,Los Ángeles,Departamento,224818047,248,242,1,2,Sí,No,1999
457,Metropolitana,Providencia,Departamento,294497723,226,217,6,1,Sí,Sí,1958
458,Araucanía,Temuco,Oficina,452562724,269,257,6,3,No,No,1977
459,Biobío,Concepción,Departamento,39748944,246,240,3,2,No,No,1985
460,Metropolitana,Las Condes,Casa,331393084,54,36,2,4,Sí,Sí,2006
461,Metropolitana,Providencia,Terreno,162772712,121,101,4,2,No,No,2021
462,Metropolitana,Providencia,Terreno,336438806,237,231,3,1,No,Sí,2014
463,Metropolitana,Las Condes,Terreno,469619689,100,73,3,1,No,No,1950
464,Biobío,Los Ángeles,Oficina,119770380,185,162,5,1,No,Sí,1952
465,Metropolitana,Santiago,Casa,431089934,115,90,4,4,Sí,No,1950
466,Biobío,Concepción,Casa,41273888,151,128,4,2,No,No,1995
467,Biobío,Los Ángeles,Casa,193409661,250,245,5,2,No,No,2023
468,Araucanía,Temuco,Departamento,474854247,221,208,3,2,Sí,Sí,1974
469,Araucanía,Temuco,Casa,36313135,74,47,6,4,No,Sí,2003
470,Los Lagos,Puerto Montt,Oficina,163136623,224,194,3,4,Sí,No,1957
471,Biobío,Concepción,Terreno,153395601,138,132,1,1,No,No,1963
472,Biobío,Concepción,Terreno,49526931,269,259,2,4,Sí,Sí,1955
473,Metropolitana,Santiago,Terreno,378355528,36,26,5,2,No,Sí,1997
474,Metropolitana,Las Condes,Departamento,186958370,47,20,2,4,No,No,2008
475,Metropolitana,Providencia,Terreno,37179881,129,102,5,2,Sí,Sí,1985
476,Coquimbo,La Serena,Oficina,219267429,252,230,3,4,Sí,Sí,2012
477,Valparaíso,Valparaíso,Casa,258001930,65,39,2,1,Sí,No,1964
478,Araucanía,Temuco,Casa,43454366,54,34,6,1,Sí,Sí,2011
479,Valparaíso,Viña del Mar,Departamento,446936653,122,94,5,4,No,No,2022
480,Metropolitana,Las Condes,Oficina,360880508,256,243,2,2,No,Sí,1963
481,Los Lagos,Puerto Montt,Oficina,416400438,101,94,4,3,No,No,2009
482,Metropolitana,Providencia,Casa,188903704,105,100,5,4,Sí,Sí,1997
483,Valparaíso,Viña del Mar,Terreno,469520050,215,201,2,3,Sí,No,2010
484,Los Lagos,Puerto Montt,Departamento,475056097,71,58,6,2,Sí,No,1976
485,Biobío,Los Ángeles,Oficina,121210470,229,202,5,3,No,Sí,1997
486,Coquimbo,La Serena,Oficina,278294544,291,273,5,2,No,No,1999
487,Valparaíso,Valparaíso,Terreno,488605855,122,108,1,4,No,No,1958
488,Metropolitana,Santiago,Departamento,137754585,161,150,2,2,Sí,Sí,1996
489,Metropolitana,Providencia,Terreno,65956565,32,20,4,2,No,No,1992
490,Coquimbo,La Serena,Oficina,296406289,253,239,6,2,Sí,Sí,2013
491,Los Lagos,Puerto Montt,Oficina,145925835,162,137,3,1,No,No,1977
492,Coquimbo,La Serena,Terreno,498463069,151,124,2,1,Sí,Sí,1954
493,Metropolitana,Providencia,Departamento,283479875,157,143,5,4,Sí,Sí,2006
494,Valparaíso,Viña del Mar,Oficina,69366199,192,173,3,2,Sí,Sí,1959
495,Metropolitana,Providencia,Casa,487777864,259,253,6,2,No,No,1978
496,Metropolitana,Las Condes,Departamento,492732159,295,283,1,2,No,No,1961
497,Araucanía,Temuco,Oficina,325954478,221,213,5,1,No,Sí,2004
498,Valparaíso,Valparaíso,Casa,276119419,62,49,3,3,No,Sí,2006
499,Los Lagos,Puerto Montt,Terreno,63834284,289,262,4,3,Sí,No,1954
500,Metropolitana,Las Condes,Terreno,234781309,257,227,6,4,Sí,No,1980
501,Araucanía,Temuco,Oficina,388656708,241,221,6,4,Sí,No,2001
502,Metropolitana,Las Condes,Departamento,390133140,46,37,4,2,No,No,1975
503,Valparaíso,Viña del Mar,Oficina,249496530,223,193,4,1,No,Sí,1980
504,Metropolitana,Las Condes,Casa,362837578,78,68,1,4,Sí,No,2019
505,Biobío,Los Ángeles,Terreno,455123998,220,202,3,3,Sí,No,2009
506,Araucanía,Temuco,Oficina,330679119,95,89,4,1,No,Sí,1975
507,Valparaíso,Valparaíso,Casa,188297210,36,21,2,1,No,Sí,1976
508,Araucanía,Temuco,Casa,420560061,59,47,2,2,No,No,2023
509,Biobío,Los Ángeles,Oficina,288823144,175,160,4,3,Sí,No,1991
510,Coquimbo,La Serena,Casa,321926433,84,78,4,2,Sí,No,1970
511,Metropolitana,Las Condes,Terreno,305980875,105,86,1,2,Sí,Sí,1979
512,Biobío,Concepción,Terreno,139335630,98,68,6,4,Sí,No,1970
513,Metropolitana,Providencia,Casa,95871344,77,47,3,3,No,No,2020
514,Metropolitana,Santiago,Departamento,263407527,273,249,2,4,No,Sí,1956
515,Valparaíso,Viña del Mar,Departamento,240566905,254,228,6,2,Sí,Sí,2009
516,Coquimbo,La Serena,Departamento,252248904,144,126,6,4,No,No,1982
517,Valparaíso,Valparaíso,Departamento,419065151,96,77,1,1,Sí,No,2011
518,Metropolitana,Providencia,Departamento,254398397,66,52,4,2,No,Sí,2018
519,Metropolitana,Santiago,Terreno,481328023,39,34,5,2,No,No,1975
520,Los Lagos,Puerto Montt,Departamento,332792748,82,64,5,4,Sí,No,1966
521,Metropolitana,Santiago,Terreno,309269426,87,75,4,3,No,No,1991
522,Biobío,Concepción,Terreno,303366463,196,172,2,4,No,Sí,2003
523,Araucanía,Temuco,Casa,362363108,65,57,5,2,No,Sí,1997
524,Metropolitana,Providencia,Departamento,101222221,93,78,3,4,Sí,No,1951
525,Metropolitana,Santiago,Casa,470069541,254,235,6,1,No,Sí,1954
526,Metropolitana,Las Condes,Casa,115952459,261,240,2,1,No,Sí,2008
527,Araucanía,Temuco,Oficina,45257458,156,133,1,3,Sí,Sí,1999
528,Biobío,Los Ángeles,Departamento,283119525,212,190,5,1,Sí,No,1997
529,Coquimbo,La Serena,Casa,88669612,72,55,2,1,No,No,1990
530,Araucanía,Temuco,Oficina,164136368,225,207,6,4,Sí,No,1961
531,Coquimbo,La Serena,Departamento,133470583,141,126,5,4,Sí,Sí,1976
532,Metropolitana,Providencia,Departamento,267574777,207,189,2,1,No,Sí,1995
533,Metropolitana,Providencia,Casa,120985894,290,270,3,4,No,No,1969
534,Coquimbo,La Serena,Departamento,325805482,198,193,1,4,Sí,No,1991
535,Los Lagos,Puerto Montt,Terreno,298920201,131,116,4,3,No,Sí,1962
536,Valparaíso,Viña del Mar,Casa,434016353,106,101,4,3,Sí,Sí,2006
537,Los Lagos,Puerto Montt,Oficina,339542305,272,248,2,1,No,Sí,1955
538,Metropolitana,Providencia,Departamento,204362963,71,53,4,3,Sí,Sí,1987
539,Los Lagos,Puerto Montt,Terreno,54764695,85,74,1,1,No,No,2022
540,Biobío,Los Ángeles,Oficina,423149001,80,69,2,3,No,Sí,2011
541,Los Lagos,Puerto Montt,Terreno,419965680,49,20,4,2,Sí,Sí,1972
542,Coquimbo,La Serena,Departamento,159256674,286,279,2,4,No,No,1975
543,Metropolitana,Providencia,Casa,351068967,122,111,4,4,Sí,No,2014
544,Valparaíso,Viña del Mar,Casa,491907603,118,88,2,1,Sí,Sí,1993
545,Metropolitana,Santiago,Casa,375450444,232,204,1,4,Sí,No,2015
546,Metropolitana,Providencia,Departamento,218345529,285,255,1,2,No,Sí,1999
547,Metropolitana,Providencia,Casa,397529803,124,112,5,1,Sí,Sí,1954
548,Coquimbo,La Serena,Terreno,264216916,184,171,2,1,Sí,Sí,1998
549,Los Lagos,Puerto Montt,Terreno,371217617,133,119,5,4,Sí,Sí,2016
550,Coquimbo,La Serena,Oficina,274645102,273,247,1,2,No,No,1988
551,Metropolitana,Providencia,Casa,59048223,170,151,5,4,Sí,No,1954
552,Araucanía,Temuco,Terreno,436532823,63,34,6,2,Sí,Sí,1955
553,Metropolitana,Santiago,Oficina,195060688,242,236,2,4,No,No,1979
554,Valparaíso,Valparaíso,Casa,462150259,51,43,2,2,No,No,1951
555,Araucanía,Temuco,Terreno,414534941,88,82,5,1,No,Sí,1950
556,Biobío,Los Ángeles,Departamento,83734208,247,223,4,2,No,Sí,1979
557,Araucanía,Temuco,Departamento,450321616,199,194,4,1,No,Sí,1987
558,Coquimbo,La Serena,Terreno,381571878,75,61,2,2,No,Sí,1982
559,Metropolitana,Santiago,Departamento,77365887,84,60,2,1,No,No,1999
560,Los Lagos,Puerto Montt,Oficina,429673448,130,114,4,3,Sí,Sí,2023
561,Los Lagos,Puerto Montt,Departamento,84200947,244,227,1,4,No,Sí,1974
562,Coquimbo,La Serena,Oficina,256331645,272,256,1,2,No,Sí,1990
563,Los Lagos,Puerto Montt,Departamento,137764434,32,20,3,3,No,No,2020
564,Metropolitana,Providencia,Departamento,167229449,136,112,4,4,Sí,No,2022
565,Biobío,Los Ángeles,Terreno,112025460,75,45,6,3,No,Sí,1992
566,Biobío,Los Ángeles,Departamento,134872185,144,132,2,3,Sí,No,1958
567,Biobío,Concepción,Departamento,485693618,115,97,3,1,Sí,Sí,1975
568,Los Lagos,Puerto Montt,Oficina,163160716,149,138,3,2,Sí,Sí,1970
569,Valparaíso,Valparaíso,Oficina,454061620,258,249,6,3,No,Sí,1979
570,Metropolitana,Santiago,Casa,220465174,274,254,5,1,Sí,Sí,1999
571,Metropolitana,Las Condes,Oficina,74483198,116,106,4,1,No,Sí,2017
572,Biobío,Los Ángeles,Terreno,377615300,130,123,4,4,No,Sí,2004
573,Biobío,Los Ángeles,Oficina,494260024,46,20,1,4,No,Sí,1988
574,Metropolitana,Santiago,Departamento,190349358,160,139,2,3,Sí,Sí,2019
575,Valparaíso,Valparaíso,Casa,74099915,181,171,4,2,No,No,2016
576,Valparaíso,Valparaíso,Terreno,333976475,73,52,6,2,Sí,No,1966
577,Los Lagos,Puerto Montt,Oficina,41812271,231,202,1,1,No,Sí,2013
578,Araucanía,Temuco,Oficina,294406226,290,272,1,1,Sí,No,1985
579,Araucanía,Temuco,Casa,383781314,55,37,6,2,No,No,1951
580,Los Lagos,Puerto Montt,Casa,359720720,246,230,1,3,Sí,Sí,1956
581,Araucanía,Temuco,Casa,294827955,244,223,1,2,No,Sí,1977
582,Araucanía,Temuco,Departamento,464051413,146,116,6,3,No,No,1955
583,Biobío,Los Ángeles,Terreno,366903904,292,267,6,3,Sí,No,1952
584,Araucanía,Temuco,Oficina,333689302,240,234,5,4,Sí,No,1967
585,Coquimbo,La Serena,Casa,345267984,99,86,5,4,No,Sí,2013
586,Metropolitana,Santiago,Terreno,279474771,88,62,6,2,No,No,1974
587,Coquimbo,La Serena,Casa,212199354,83,70,6,2,Sí,No,1950
588,Los Lagos,Puerto Montt,Departamento,282030246,223,199,3,4,No,Sí,2020
589,Metropolitana,Las Condes,Casa,287353962,47,37,6,4,No,Sí,1972
590,Biobío,Los Ángeles,Departamento,30068643,280,270,4,1,No,No,2013
591,Araucanía,Temuco,Casa,417582700,103,92,2,4,No,No,1993
592,Coquimbo,La Serena,Casa,417812819,66,60,3,4,Sí,Sí,1996
593,Metropolitana,Santiago,Casa,407892873,140,121,6,4,No,No,1956
594,Biobío,Concepción,Casa,454287922,230,218,5,2,Sí,Sí,1989
595,Coquimbo,La Serena,Departamento,68180018,206,197,4,4,Sí,No,2000
596,Valparaíso,Valparaíso,Departamento,486776668,80,75,3,4,Sí,No,1964
597,Biobío,Los Ángeles,Departamento,313080493,255,249,3,2,Sí,Sí,2017
598,Metropolitana,Providencia,Oficina,338954110,76,61,5,2,Sí,No,1960
599,Los Lagos,Puerto Montt,Oficina,70073389,138,108,3,4,No,Sí,2013
600,Biobío,Concepción,Departamento,116941378,198,185,6,2,No,Sí,2017
601,Biobío,Los Ángeles,Casa,166083472,184,167,5,3,Sí,No,2014
602,Metropolitana,Santiago,Terreno,275320177,106,96,2,2,Sí,Sí,1996
603,Araucanía,Temuco,Terreno,210386996,135,123,4,3,Sí,Sí,1994
604,Metropolitana,Providencia,Oficina,431395745,282,267,3,3,No,No,1999
605,Coquimbo,La Serena,Oficina,409520610,52,46,2,1,Sí,No,2021
606,Los Lagos,Puerto Montt,Casa,312594259,238,214,2,3,No,No,2013
607,Los Lagos,Puerto Montt,Terreno,296332406,265,244,5,3,Sí,No,2022
608,Valparaíso,Viña del Mar,Departamento,62850663,214,196,1,1,Sí,Sí,2004
609,Valparaíso,Valparaíso,Casa,244033824,273,254,4,1,Sí,No,1983
610,Los Lagos,Puerto Montt,Oficina,378528376,32,20,2,1,Sí,No,1978
611,Araucanía,Temuco,Terreno,203934052,81,55,3,2,No,No,2015
612,Araucanía,Temuco,Casa,277505216,102,74,3,3,Sí,Sí,2020
613,Metropolitana,Providencia,Terreno,467771827,73,67,4,2,Sí,Sí,1960
614,Valparaíso,Valparaíso,Oficina,466071893,78,69,6,2,No,Sí,1951
615,Metropolitana,Santiago,Oficina,359568797,83,61,2,1,No,No,1998
616,Metropolitana,Santiago,Terreno,454367229,154,138,2,1,Sí,No,1992
617,Coquimbo,La Serena,Terreno,91204251,293,287,4,2,Sí,No,1976
618,Metropolitana,Las Condes,Casa,464295172,226,221,3,3,No,Sí,1957
619,Metropolitana,Providencia,Terreno,275027795,40,35,1,4,Sí,Sí,2022
620,Biobío,Los Ángeles,Oficina,397834333,169,139,2,2,Sí,Sí,1982
621,Biobío,Los Ángeles,Casa,240476935,173,156,6,3,Sí,Sí,1965
622,Valparaíso,Viña del Mar,Terreno,81629018,46,32,5,3,No,No,1996
623,Metropolitana,Santiago,Oficina,130550513,35,27,4,1,Sí,No,2013
624,Araucanía,Temuco,Casa,417182435,298,276,1,2,No,Sí,1960
625,Valparaíso,Viña del Mar,Terreno,64675394,87,62,6,4,No,No,1982
626,Valparaíso,Viña del Mar,Casa,241170807,62,43,2,2,No,Sí,2018
627,Metropolitana,Santiago,Oficina,56116588,203,177,5,4,Sí,No,1985
628,Coquimbo,La Serena,Oficina,269645403,188,165,6,4,Sí,No,1973
629,Valparaíso,Viña del Mar,Oficina,360288001,255,245,1,1,No,No,1996
630,Metropolitana,Providencia,Departamento,311175922,154,146,4,3,Sí,No,2015
631,Metropolitana,Providencia,Oficina,177365980,153,148,4,4,Sí,No,2014
632,Los Lagos,Puerto Montt,Oficina,269495207,142,134,1,1,No,No,2004
633,Biobío,Concepción,Terreno,438111609,247,236,1,3,Sí,Sí,1970
634,Metropolitana,Las Condes,Oficina,328055411,275,251,4,2,No,Sí,1962
635,Biobío,Concepción,Terreno,422988512,35,20,4,4,No,No,2011
636,Metropolitana,Las Condes,Casa,94391942,124,116,2,2,No,No,1968
637,Los Lagos,Puerto Montt,Casa,283774367,217,197,6,1,Sí,No,1963
638,Metropolitana,Providencia,Oficina,212576309,280,274,6,2,No,No,1981
639,Biobío,Los Ángeles,Casa,306882338,234,225,3,4,No,Sí,1977
640,Coquimbo,La Serena,Oficina,419120810,186,168,3,4,No,No,1962
641,Metropolitana,Las Condes,Terreno,326773009,83,63,3,1,Sí,No,1993
642,Metropolitana,Providencia,Casa,172466728,215,198,6,1,No,No,1986
643,Coquimbo,La Serena,Terreno,478496335,49,24,6,1,Sí,No,2012
644,Coquimbo,La Serena,Departamento,165341838,181,175,5,2,Sí,No,1994
645,Valparaíso,Viña del Mar,Oficina,423728567,231,222,3,1,Sí,No,1955
646,Coquimbo,La Serena,Oficina,204959002,225,212,6,2,No,No,1960
647,Los Lagos,Puerto Montt,Terreno,224843462,77,68,2,1,No,No,1969
648,Los Lagos,Puerto Montt,Terreno,248892770,246,236,4,3,No,Sí,1952
649,Metropolitana,Las Condes,Oficina,90985721,39,20,5,3,Sí,No,2009
650,Metropolitana,Santiago,Oficina,475653108,128,110,3,4,Sí,Sí,2006
651,Coquimbo,La Serena,Terreno,286942278,49,32,4,1,Sí,Sí,1951
652,Metropolitana,Las Condes,Casa,428061391,195,187,5,2,No,No,1978
653,Valparaíso,Valparaíso,Departamento,358735668,150,141,1,2,Sí,No,1962
654,Coquimbo,La Serena,Departamento,338876872,151,132,5,2,No,Sí,1956
655,Metropolitana,Providencia,Oficina,246862713,50,36,5,3,Sí,No,1992
656,Biobío,Concepción,Casa,107531704,209,202,5,2,Sí,Sí,1970
657,Biobío,Los Ángeles,Terreno,70214134,149,135,3,4,Sí,Sí,1981
658,Valparaíso,Valparaíso,Casa,148890081,233,208,1,1,Sí,Sí,1971
659,Metropolitana,Santiago,Departamento,499614214,182,164,5,2,Sí,Sí,1978
660,Valparaíso,Viña del Mar,Terreno,441756154,92,79,5,3,Sí,No,1958
